#X,SUBCASE - RANDOM DISTRIBUTED ACOUSTIC PLANE WAVES 1_ Group 3_ AUTOMATICALLY MATCHED LAYER(1)
#Frequency(Hz),General/Unknown()_Real
4535.000000,33.288162
4540.000000,33.251381
4545.000000,33.216053
4550.000000,33.182140
4555.000000,33.150074
4560.000000,33.119469
4565.000000,33.090492
4570.000000,33.062969
4575.000000,33.037010
4580.000000,33.012196
4585.000000,32.988346
4590.000000,32.965248
4595.000000,32.942539
4600.000000,32.920174
4605.000000,32.897823
4610.000000,32.875145
4615.000000,32.851959
4620.000000,32.828552
4625.000000,32.804195
4630.000000,32.779144
4635.000000,32.753300
4640.000000,32.726730
4645.000000,32.699162
4650.000000,32.670921
4655.000000,32.642147
4660.000000,32.612701
4665.000000,32.582767
4670.000000,32.552639
4675.000000,32.522594
4680.000000,32.492516
4685.000000,32.462757
4690.000000,32.433159
4695.000000,32.404171
4700.000000,32.375549
4705.000000,32.347393
4710.000000,32.319786
4715.000000,32.292511
4720.000000,32.265633
4725.000000,32.239014
4730.000000,32.212631
4735.000000,32.186413
4740.000000,32.160053
4745.000000,32.133759
4750.000000,32.107121
4755.000000,32.080242
4760.000000,32.052933
4765.000000,32.025085
4770.000000,31.996771
4775.000000,31.967628
4780.000000,31.937929
4785.000000,31.907253
4790.000000,31.875750
4795.000000,31.842995
4800.000000,31.808706
4805.000000,31.773384
4810.000000,31.736401
4815.000000,31.697805
4820.000000,31.657139
4825.000000,31.614103
4830.000000,31.568640
4835.000000,31.519913
4840.000000,31.467819
4845.000000,31.412157
4850.000000,31.351952
4855.000000,31.287415
4860.000000,31.217978
4865.000000,31.143030
4870.000000,31.063042
4875.000000,30.977728
4880.000000,30.887075
4885.000000,30.791252
4890.000000,30.691193
4895.000000,30.587263
4900.000000,30.479925
4905.000000,30.370430
4910.000000,30.259430
4915.000000,30.147985
4920.000000,30.036922
4925.000000,29.927279
4930.000000,29.819769
4935.000000,29.714596
4940.000000,29.612513
4945.000000,29.514002
4950.000000,29.418961
4955.000000,29.327946
4960.000000,29.240736
4965.000000,29.157444
4970.000000,29.077991
4975.000000,29.002048
4980.000000,28.929569
4985.000000,28.860126
4990.000000,28.793743
4995.000000,28.730188
5000.000000,28.669224


